Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
d311e70d-86e7-3c03-b115-53892bcf7ef1,Worcester Outpatient Clinic,605 Lincoln Street,Worcester,MA,01605,42.297756,-71.766815,508-856-0104 Or 508-856-0104,594.13,7
7b50426f-b50b-3d7c-ab22-04a0e1632ac8,Boston Vet Center,7 Drydock Ave  Suite 2070,Boston,MA,02210,42.34461,-71.03728,857-203-6461,258.32,2
3a2242e0-de37-303b-bdfc-e160c7eae518,Worcester Vet Center,255 Park Ave Suite # 900,Worcester,MA,01609,42.265556,-71.818665,508-753-7902,129.16,1
05f449e8-89fc-3204-ac89-2416cc734431,PCP61,124 HARVARD ST,BROOKLINE,MA,02446-6499,42.323853,-71.142003,617-285-3777,8007.919999999994,62
d5f4875f-6df2-32a8-a01b-47267f47fc49,TERRI PEREIRA,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,508-481-5519,12270.19999999999,95
b7dc82e4-3595-391b-a897-495dd7e5cf38,PCP103,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,978-631-9010,10074.479999999992,78
79e14b44-8026-3599-b8ac-14813879825e,PCP297,307 MILL ST,HOLLISTON,MA,01746-1041,42.195951,-71.45343000000001,508-429-1905,13303.479999999989,103
f0268df7-588d-3e55-bab9-e29862a3be00,PCP532,73 CENTRAL ST,WEST BOYLSTON,MA,01583-1418,42.369417,-71.785036,508-835-2271,8137.079999999994,63
ef3826ec-c50e-343c-aee7-57a3cabefa15,PCP609,175 DERBY ST,HINGHAM,MA,02043-4035,42.224319,-70.880673,781-749-9227,1549.9200000000003,12
de1376c4-8f27-37ed-85da-6986458442f2,PCP661,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,978-463-0463,4908.079999999997,38
eee23eb7-a476-37b0-9811-d57740145867,PCP1085,102 BRIDGE RD,SALISBURY,MA,01952-2410,42.844794,-70.841499,978-462-3287,3358.159999999999,26
390aca0e-45e1-3d47-b615-1aef27abcadf,INDEPENDENT EYE CARE INC,253 BOSTON ST,TOPSFIELD,MA,01983-2215,42.641379,-70.94344,978-887-0068,4003.959999999998,31
7d1c9185-6194-3fca-8c56-1e2d5ac7ee71,PCP1221,234 RUSSELL ST,HADLEY,MA,01035-3534,42.356491,-72.568632,413-320-3644,1291.6000000000001,10
fc0bcb63-569b-3658-aa03-71cf89aea64e,PCP1336,563 BROADWAY,EVERETT,MA,02149-3749,42.405938,-71.054649,617-389-0013,6199.679999999996,48
dd1f04b3-54cd-3ff0-96e3-a9aec2078301,PCP1444,5 E MAIN ST,MERRIMAC,MA,01860-2005,42.838603000000006,-71.011997,978-346-4450,10978.599999999991,85
4222a451-49b1-3520-b7d0-df9dc2caa033,PCP1530,48 N PLEASANT ST,AMHERST,MA,01002-1738,42.363534,-72.50729100000001,413-256-6211,3874.7999999999984,30
1dc3e5ea-c4e5-3921-8091-f93f95e6b114,PCP1847,54 NONSET PATH,ACTON,MA,01720-4720,42.483953,-71.43849499999999,978-413-9445,9170.359999999993,71
a0f5bcef-a277-330f-901c-27cd8c39df6d,CHIROPRACTIC SPINE AND SPORTS REHABILITATION  P.C.,25 RECREATION PARK DR,HINGHAM,MA,02043-4256,42.224319,-70.880673,781-982-5566,5424.719999999997,42
230b3872-a16b-3c49-b4cb-288c356ed3d4,PCP1901,450 W RIVER ST,ORANGE,MA,01364-1440,42.605437,-72.292074,978-544-1503,4133.119999999998,32
2101d4e0-8f93-36bb-b044-f3ae97394376,PCP1967,7 TOWER ST,HUDSON,MA,01749-1720,42.389071,-71.545864,978-562-6011,6716.319999999995,52
4d8e27dd-59c8-30d8-8462-d3d056e29799,PCP2578,524 BOSTON POST RD,WAYLAND,MA,01778-1833,42.360427,-71.361099,508-358-4900,4391.439999999998,34
20407251-085a-3849-aec4-9ae82cc81ac5,PCP2638,32 ANDREW RD,SWAMPSCOTT,MA,01907-1929,42.468059000000004,-70.89126,781-599-7781,4520.599999999998,35
da316561-45db-3a0e-b6ff-83b167020597,PCP2662,POST OFFICE BOX,ORLEANS,MA,02653-1566,41.76935,-69.969034,508-255-6013,2583.2,20
28e1a296-8abe-33d4-8e46-8b1f3c735973,PCP2693,90 ROCKLAND ST,HANOVER,MA,02339-2235,42.122956,-70.85631,781-826-5555,8137.079999999994,63
819a27bd-81d7-3aec-b990-e79062cd0fd0,PCP2795,161 WASHINGTON ST,WALPOLE,MA,02032-1196,42.146285999999996,-71.255604,781-318-8018,7362.119999999994,57
18493754-0bc4-3653-89ba-fced6e9a2a79,PCP3280,18 MAIN ST,TOWNSEND,MA,01469-1300,42.66495,-71.712025,978-597-5227,2583.2,20
4a0787c0-b6cd-343f-ade6-ae89d7bdc8d1,PCP3319,28 W MAIN ST,GEORGETOWN,MA,01833-2010,42.726188,-70.983328,978-979-8337,10332.799999999992,80
417c873f-614f-3e9f-aee2-b41659c648b1,PCP3614,92 HIGH ST,MEDFORD,MA,02155-3838,42.423844,-71.10923100000001,781-393-88893,10591.119999999992,82
d2dcfee5-3f32-3d31-9ba6-4ca6f50b7a5c,PCP3667,80 WASHINGTON ST,NORWELL,MA,02061-1740,42.164569,-70.818844,781-421-3350,6587.159999999995,51
36f3b4f2-9e17-3b2b-b080-eab3c7fda7fb,PCP3763,53 CHESTNUT ST,SOUTH DARTMOUTH,MA,02748-3524,41.661303,-70.937913,617-999-7858,7491.279999999994,58
207d191f-2b0f-31de-ab6a-52265042af59,PCP3850,1 W WATER ST,WAKEFIELD,MA,01880-2930,42.50436,-71.064061,781-932-0559,5295.559999999997,41
0de9633c-54dd-39cb-947c-8ab5ecdf93a2,PCP3874,2 SHAKER RD,SHIRLEY,MA,01464-2561,42.573654,-71.640986,978-425-6666,10720.279999999992,83
1b16712e-c42b-38cc-8f9c-06c60aee8f4a,PCP3958,26 WAMPUM DR,BREWER,MA,02631-1311,41.760932,-70.070392,508-896-4499,19761.47999999998,153
58fa71de-2295-33b8-8932-176a72078898,PCP4047,265 PLEASANT ST,ROCKLAND,MA,02370-1280,42.129251000000004,-70.908736,781-878-6962,5683.039999999996,44
0df61196-c165-3212-9389-40d4bb4a39cb,PCP4391,540 MAIN ST,WINCHESTER,MA,01890-2940,42.452752000000004,-71.144319,617-331-3314,13820.119999999988,107
ad3a23c5-ee9b-361d-96ee-244364c9b63a,PCP4460,7 KIMBALL LN E,LYNNFIELD,MA,01940-2617,42.534146,-71.038333,978-290-7090,12270.19999999999,95
6ae741a1-f01a-398e-86f6-ec5fb6c32f14,PCP4675,20 TREMONT ST,DUXBURY,MA,02332-5315,42.044307,-70.70604499999999,781-934-0953,4908.079999999997,38
f4faaee2-1664-300f-a931-6b4c6f727954,PCP5028,1 E CHESTNUT ST,SHARON,MA,02067-2068,42.108463,-71.185182,781-784-5050,5941.359999999996,46
9a66d253-fa81-3045-9df1-2844ad780dc0,PCP5060,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,508-393-72236,11236.919999999991,87
27de734c-f94d-3df9-9c10-4ddc9d571aaf,PCP5144,35 GREENLODGE ST,DEDHAM,MA,02026-6239,42.246871999999996,-71.179462,617-957-1357,2324.88,18
56ed0ca7-04eb-35fe-928c-b3f90fea5e10,PCP5203,1234 BROADWAY,SOMERVILLE,MA,02144-1703,42.390445,-71.101033,781-608-6831,2583.2,20
c14ad169-e03e-3914-a3f7-acb69051971f,PCP5315,175 MAIN ST,CHARLESTOWN,MA,02129-3225,42.33196,-71.020173,617-242-4476,8395.399999999994,65
0d768c74-92f5-367b-bd5c-76d3143e82b7,PCP5481,316 MAIN ST,OXFORD,MA,01540-1728,42.12826,-71.8671,508-987-3771,5683.039999999996,44
ae81b94a-0c0b-3478-ad4c-0bfbeb91c34a,PCP5581,57 MCALEE AVE,FRAMINGHAM,MA,01702-7202,42.307905,-71.436196,508-366-8576,2583.2,20
7f84d28e-ea9e-3794-b2d5-b7fa83bc8bfd,PCP5788,866 WASHINGTON ST,CANTON,MA,02021-2514,42.175737,-71.125385,781-821-4606,5295.559999999997,41
6b8c49d2-cb48-38da-8a6f-87c29dad8c6c,PCP5847,10 CEDAR ST,WOBURN,MA,01801-6365,42.488769,-71.154438,978-886-8225,9299.519999999993,72
3bb806d8-ae0d-37d4-af59-96efcc928ea3,PCP6043,213 WASHINGTON ST,GROVELAND,MA,01834-1008,42.7539,-71.015935,978-886-1423,6328.839999999996,49
dcbcf94d-c9d0-3c0a-a781-9236447e7826,PCP6084,150 MARKET ST,LYNN,MA,01901-1529,42.474862,-70.96218499999999,617-512-2069,3745.6399999999985,29
4e8f3b06-b00b-33ba-9dce-b016e581ee1c,PCP6164,27 COLLEGE ST,SOUTH HADLEY,MA,01075-1155,42.256208,-72.58103,413-493-1997,4391.439999999998,34
29e2af56-1d4e-3d79-b2cc-900f14ce52bc,PCP6405,65 HARRISON AVE,BOSTON,MA,02111-1924,42.338551,-71.018253,617-350-7823,2195.7200000000003,17
f2530fb7-fc7c-37ec-afb6-60bc7a11d5ae,PCP6776,9 W RD,ORLEANS,MA,02653-3200,41.76935,-69.969034,508-255-6394,10591.119999999992,82
5d446658-c301-313e-9168-37d171e8a3af,PCP7004,55 HOSPITAL DR,WINCHENDON,MA,01475-1820,42.66816,-72.055644,603-680-1654,9686.999999999993,75
7d42d18c-3a61-3e3e-a6d0-45b896cb5d75,PCP7425,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,508-393-1311,4520.599999999998,35
973e7384-d05b-32ad-a8cc-c39191ee9150,PCP7483,152 N ST,PITTSFILED,MA,01201,42.452045,-73.26054,413-443-8480,7749.599999999994,60
dc4ea7a8-6193-304e-9f3a-d59060321577,PCP7947,111 PERKINS ST,JAMAICA PLAIN,MA,02130-4323,42.33196,-71.020173,617-477-4208,4520.599999999998,35
a0123c36-2436-3609-a5eb-3c3857ed711d,PCP8367,12 CORSER ST,HOLYOKE,MA,01040-2275,42.211656,-72.642448,413-887-7827,5037.239999999997,39
c2ecccb0-f9c0-36ca-bc8f-78710b04149f,PCP8372,20 TREMONT ST,DUXBURY,MA,02332-5315,42.044307,-70.70604499999999,617-645-0973,3099.8399999999992,24
65110f22-e3e1-34f5-844b-1d5a772762ad,PCP8766,165 MAIN ST,MEDWAY,MA,02053-1584,42.156203000000005,-71.43034499999999,774-641-3568,9816.159999999993,76
98c716c1-1951-39a3-8c5e-fd57ac194208,PCP8861,378 WASHINGTON ST,SOUTH ATTLEBORO,MA,02703-5917,41.931653,-71.294503,508-761-5034,7362.119999999994,57
32836213-4ac7-3021-aad8-6383f3ced351,PCP9022,1 HOLLYWOOD DR,GRAFTON,MA,01536-1614,42.209151,-71.683644,508-839-3616,3874.7999999999984,30
b19f82e0-4f63-3e38-a3e7-111127d0a5c3,PCP9535,0 GOVERNORS AVE,MEDFORD,MA,02155-3084,42.423844,-71.10923100000001,781-396-5575,2583.2,20
bf5b8173-2d02-342a-b46e-f7814724d0c0,PCP9942,39 GREEN ST,MILTON,MA,02186-2318,42.241557,-71.082432,617-361-1169,6974.639999999995,54
b1b2bfc5-4b86-3c92-820d-58789ced7abe,PCP10097,18 GRANITE ST,HAVERHILL,MA,01832-5531,42.782945,-71.087436,978-374-2010,4908.079999999997,38
65583707-3e0a-35e3-8c0a-37df9efe0b23,PCP10332,19 ANNASNAPPITT DR,PLYMPTON,MA,02367-1718,41.9591,-70.80275300000001,781-585-8492,28544.35999999997,221
b874cf38-9c83-370a-9740-40257f0c7600,PCP10647,63 MAIN ST,BRIDGEWATER,MA,02324-1455,41.972376000000004,-70.978773,508-697-9722,2712.3599999999997,21
ce9c2dda-23ac-35e3-9051-a71a04bfeb5a,PCP11113,465 NASHUA RD,DRACUT,MA,01826-2907,42.679722999999996,-71.30068,617-549-9711,3487.319999999999,27
438e9d44-1f8f-3c7f-807c-754e714c4e29,PCP11164,441 WASHINGTON AVE,CHELSEA,MA,02150-3679,42.396824,-71.031348,617-889-5528,8912.039999999994,69
fa705b4d-6d15-3d99-9232-808663837f8d,PCP11258,531 KING ST,LITTLETON,MA,01460-1279,42.535931,-71.490569,978-486-9898,516.64,4
aec53c3f-8025-3167-a079-8c82c2b6255d,PCP11526,440 HUMPHREY ST,SWAMPSCOTT,MA,01907-2574,42.468059000000004,-70.89126,781-581-0326,4649.7599999999975,36
eec6357e-0155-35ac-bbde-15b90a1bba49,PCP11660,1 WIDGER RD,MARBLEHEAD,MA,01945-2100,42.495629,-70.83582,781-598-9708,6845.479999999995,53
12a3ebf8-88fc-3152-ab89-3c0a0ad2786b,PCP11686,364 BOSTON TPKE,SHREWSBURY,MA,01545-3869,42.284766999999995,-71.714228,508-792-1500,9428.679999999993,73
a856a319-f212-34ed-a1e1-d94fd73e0c93,PCP11793,1105 LAKEVIEW AVE,DRACUT,MA,01826-4745,42.679722999999996,-71.30068,978-957-5665,2324.88,18
15d43eb9-2b01-3730-9d2f-b232e0c046c3,PCP11909,156 ROCK HARBOR RD,ORLEANS,MA,02653-2316,41.76935,-69.969034,508-240-1722,10591.119999999992,82
4d4f0156-9110-3edd-aa94-53f4d58fce4a,PCP11928,55 PUTNEY RD,LEVERETT,MA,01054-9770,42.468897999999996,-72.48457900000001,413-348-6257,14207.599999999988,110
daa4c408-5fc5-32a8-881e-12181e8b8598,PCP12132,11 PROSPECT ST,SHERBORN,MA,01770-1302,42.231947,-71.372963,508-545-1843,10461.959999999992,81
5f6db31e-3b32-38a0-918e-30bab4578915,PCP12160,9 CENTRE ST,DOVER,MA,02030-2203,42.234159999999996,-71.291167,978-369-2390,9557.839999999993,74
